LE_1,LE_2,L1_1,L1_2,L3_1,L3_2,LE_IDR,L1_IDR,L3_IDR,LE_peak_1_summit,LE_peak_2_summit,L1_peak_1_summit,L1_peak_2_summit,L3_peak_1_summit,L3_peak_2_summit,summit_agreement,k4cluster,k6cluster,k4weights,k6weights,LE_nonNormed,L1_nonNormed,L3_nonNormed,LE_std,L1_std,L3_std,name,cluster.description,variance,peak,WBGeneID,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,intestine_dev_cluster,class
1.584963,1.222392,1.635589,1.877143,2.729352,3.921998,0,0,1,NA,NA,NA,NA,1154238,1154237,0.5,4,6,0.723,1.000,1.404,1.756,3.326,-0.741,-0.396,1.137,ELT2peak00094,Increasing,1.0468657175865834,ELT2peak00094,WBGene00021689,1136366,1154388,-,overlapStart,-8959,292,Overlapping,NA,NA
1.748461,2.278976,1.647023,1.350186,2.876194,3.622437,1,0,1,1156179,1156196,NA,NA,1156181,1156191,6.75,3,4,0.879,1.000,2.014,1.499,3.249,-0.267,-0.839,1.106,ELT2peak00095,L3_High,0.8095052308209999,ELT2peak00095,WBGene00000165,1154511,1156022,-,overlapStart,-1076,166,Overlapping,NA,NA
0.616671,0.727628,1.836501,1.695145,2.314315,2.381429,0,0,1,NA,NA,NA,NA,1157789,1157808,9.5,2,5,0.809,1.000,0.672,1.766,2.348,-1.085,0.200,0.885,ELT2peak00096,Larval,0.7238247766682498,ELT2peak00096,WBGene00021687,1156596,1162895,+,inside,-1782,953,Overlapping,NA,NA
1.736965,1.752907,1.280108,1.607682,2.622437,1.50696,1,0,0,1164825,1164513,NA,NA,NA,NA,156,0,0,0.000,0.000,1.745,1.444,2.065,-0.020,-0.990,1.010,ELT2peak00097,Not_Changing,0.09637845428325002,ELT2peak00097,WBGene00001816,1162876,1175868,-,inside,3753,1311,Overlapping,NA,NA
4.079727,4.084889,1.252692,1.394279,2.828888,3.403124,1,0,1,1175957,1175949,NA,NA,1175879,1175872,38.75,1,1,0.861,1.000,4.082,1.323,3.116,0.887,-1.084,0.197,ELT2peak00098,Embryo_Specific,1.9596618141050839,ELT2peak00098,WBGene00001816,1162876,1175868,-,overlapStart,-6648,242,Overlapping,NA,NA
1.070389,1.222393,1.532495,1.584962,2.381429,1.50696,1,0,0,1185364,1185196,NA,NA,NA,NA,84,4,5,0.625,1.000,1.146,1.559,1.944,-1.011,0.022,0.989,ELT2peak00099,Increasing,0.15918277927908336,ELT2peak00099,WBGene00004880,1176471,1190829,+,inside,2111,4177,Overlapping,NA,NA
1.827163,1.63743,1.099536,1.514573,2.921998,2.729352,1,0,0,1213560,1213544,NA,NA,NA,NA,8,3,4,0.894,1.000,1.732,1.307,2.826,-0.284,-0.827,1.111,ELT2peak00100,L3_High,0.6137525876410833,ELT2peak00100,WBGene00021685,1211485,1254711,+,inside,-19444,1733,Overlapping,NA,NA
1.184425,1.061928,1.465664,1.953457,2.407424,3.139228,0,0,1,NA,NA,NA,NA,1223682,1223764,41,4,6,0.993,1.000,1.123,1.710,2.773,-0.891,-0.190,1.081,ELT2peak00101,Increasing,0.6997394344660832,ELT2peak00101,WBGene00021685,1211485,1254711,+,inside,-9308,11957,Overlapping,NA,NA
0.830075,1.008268,2.006426,2.296982,3.828888,4.243926,0,0,1,NA,NA,NA,NA,1224625,1224484,70.5,4,6,0.953,1.000,0.919,2.152,4.036,-0.924,-0.138,1.062,ELT2peak00102,Increasing,2.4647331540375843,ELT2peak00102,WBGene00021691,1223948,1229322,-,inside,1623,290,Overlapping,NA,NA
1,1.084889,2.075288,2.296982,2.899277,3.933225,0,1,1,NA,NA,1226348,1226400,1226368,1226426,27.5,4,5,0.748,1.000,1.042,2.186,3.416,-0.988,-0.024,1.012,ELT2peak00103,Increasing,1.40936177211475,ELT2peak00103,WBGene00021691,1223948,1229322,-,inside,135,2150,Overlapping,NA,NA
1.726982,1.736966,2.510962,2.228269,5.461156,5.792362,1,1,1,1228130,1228122,1228121,1228057,1228107,1228082,22.444444444418576,4,6,0.648,1.000,1.732,2.370,5.627,-0.723,-0.418,1.141,ELT2peak00104,Increasing,4.3641534430565825,ELT2peak00104,WBGene00021691,1223948,1229322,-,inside,-1595,659,Overlapping,NA,NA
0.963474,0.516124,1.31104,1.387661,2.44556,3.348262,0,0,1,NA,NA,NA,NA,1229410,1229496,43,4,6,0.970,1.000,0.740,1.349,2.897,-0.829,-0.281,1.110,ELT2peak00105,Increasing,1.2366047854760835,ELT2peak00105,WBGene00021691,1223948,1229322,-,overlapStart,-2885,152,Overlapping,NA,NA
4.058894,4.058894,3.099536,2.36257,2.50696,2.789894,1,0,0,1251589,1251690,NA,NA,NA,NA,50.5,1,1,0.848,1.000,4.059,2.731,2.648,1.153,-0.524,-0.629,ELT2peak00106,Embryo_Specific,0.6265676558743329,ELT2peak00106,WBGene00021685,1211485,1254711,+,inside,18941,1899,Overlapping,NA,NA
1.440573,1.584962,0.747234,0.607683,2.091923,2.381429,1,0,0,1271209,1271727,NA,NA,NA,NA,259,3,2,0.626,1.000,1.513,0.677,2.237,0.048,-1.023,0.975,ELT2peak00107,L3_High,0.6088239756932501,ELT2peak00107,WBGene00271777,1271455,1273029,+,overlapStart,-486,402,Overlapping,NA,NA
1.612977,1.289507,0.947533,0.903139,3.243926,3.44556,0,0,1,NA,NA,NA,NA,1329031,1328726,152.5,3,4,0.952,1.000,1.451,0.925,3.345,-0.358,-0.772,1.130,ELT2peak00112,L3_High,1.6192422315810004,ELT2peak00112,WBGene00003400,1305556,1328648,+,overlapEnd,12094,168,Overlapping,NA,NA
2.473931,2.63743,2.987061,3.038135,3.891624,4.476586,1,1,1,1335318,1335410,1335319,1335323,1335334,1335332,23.555555555503815,4,6,0.968,1.000,2.556,3.013,4.184,-0.828,-0.284,1.111,ELT2peak00113,Increasing,0.7054947675092504,ELT2peak00113,WBGene00019674,1335321,1337016,+,overlapStart,-713,252,Overlapping,NA,Target Gene Class A1
1.793549,1.866249,2.519074,2.301169,3.640816,4.157214,1,0,1,1336851,1336961,NA,NA,1336901,1336945,38.5,4,6,0.968,1.000,1.830,2.410,3.899,-0.827,-0.284,1.111,ELT2peak00114,Increasing,1.139117170884083,ELT2peak00114,WBGene00045053,1337066,1339775,+,overlapStart,-728,538,Overlapping,NA,NA
0.959358,1.304855,1.215013,1.162271,3.622437,3.944366,0,0,1,NA,NA,NA,NA,1368855,1368919,32,3,4,0.826,1.000,1.132,1.189,3.783,-0.596,-0.559,1.154,ELT2peak00119,L3_High,2.2942230504375836,ELT2peak00119,WBGene00022366,1365303,1376409,+,inside,-1965,3312,Overlapping,NA,NA
2.530514,1.874469,0.828234,1.067114,1.243926,1.50696,1,0,0,1393088,1393049,NA,NA,NA,NA,19.5,1,1,0.954,1.000,2.202,0.948,1.375,1.088,-0.879,-0.209,ELT2peak00120,Embryo_Specific,0.40692708283658324,ELT2peak00120,WBGene00022367,1389248,1392759,-,overlapStart,-2170,36,Overlapping,NA,NA
2.666263,2.69883,1.738437,1.60073,2.828888,3.44556,1,1,1,1416028,1416066,1416185,1416066,1416182,1416164,61.833333333333336,3,2,0.481,1.000,2.683,1.670,3.137,0.248,-1.101,0.853,ELT2peak00121,L3_High,0.5644657176025832,ELT2peak00121,WBGene00022369,1416582,1425201,+,overlapStart,-4734,30,Overlapping,Adult,NA
2.148863,2.222393,1.836501,1.85561,2.658963,3.14439,1,0,1,1444372,1444263,NA,NA,1443029,1443504,525.5,3,4,0.850,1.000,2.186,1.846,2.902,-0.233,-0.863,1.096,ELT2peak00123,L3_High,0.2903951054582499,ELT2peak00123,WBGene00018159,1442431,1443948,-,overlapStart,-706,358,Overlapping,NA,NA
3.106915,2.76988,2.208657,2.133483,4.261847,4.608498,1,1,1,1447137,1447182,1447049,1447079,1447086,1447067,39.666666666666664,3,4,0.832,1.000,2.938,2.171,4.435,-0.211,-0.878,1.089,ELT2peak00124,L3_High,1.3258811705645834,ELT2peak00124,WBGene00004969,1446497,1465358,+,inside,-8704,332,Overlapping,NA,NA
2.295456,2.33787,1.263034,1.394279,1.091923,0.658963,1,0,0,1451663,1451712,NA,NA,NA,NA,24.5,1,1,0.738,1.000,2.317,1.329,0.875,1.099,-0.242,-0.857,ELT2peak00125,Embryo_Specific,0.5431124015040835,ELT2peak00125,WBGene00001773,1451122,1453077,-,inside,310,218,Overlapping,NA,NA
1.31034,1.39927,1.06301,1.228269,0.921998,0.921998,1,0,0,1493504,1493581,NA,NA,NA,NA,38.5,0,0,0.000,0.000,1.355,1.146,0.922,0.989,0.022,-1.011,ELT2peak00126,Not_Changing,0.04684793769358334,ELT2peak00126,WBGene00022361,1490433,1514417,-,inside,8749,2748,Overlapping,NA,NA
1.584962,1.696324,1.813232,2.296982,3.169925,2.828888,1,0,0,1514129,1514467,NA,NA,NA,NA,169,4,6,0.991,1.000,1.641,2.055,2.999,-0.849,-0.254,1.102,ELT2peak00127,Increasing,0.4849533669880835,ELT2peak00127,WBGene00022361,1490433,1514417,-,overlapStart,-12367,611,Overlapping,NA,NA
3,3.15313,1.543142,1.66213,3.314315,3.2074,1,0,1,1575772,1575899,NA,NA,1575709,1575722,61.75,1,2,0.443,1.000,3.077,1.603,3.261,0.473,-1.149,0.676,ELT2peak00129,Embryo_Specific,0.8260214942765834,ELT2peak00129,WBGene00005077,1567609,1580207,+,inside,2472,2896,Overlapping,Embryonic,NA
3.070389,2.707819,1.4170180000000001,1.716207,4.00946,4.476586,1,0,1,1581306,1581315,NA,NA,1581254,1581257,27.5,3,2,0.668,1.000,2.889,1.567,4.243,-0.008,-0.996,1.004,ELT2peak00130,L3_High,1.790875598440583,ELT2peak00130,WBGene00022270,1581394,1593671,+,overlapStart,-6216,249,Overlapping,NA,NA
1.04182,1.724893,1.716207,1.514573,1.243926,1.091923,1,0,0,1584954,1584926,NA,NA,NA,NA,14,0,0,0.000,0.000,1.383,1.615,1.168,-0.025,1.012,-0.987,ELT2peak00131,Not_Changing,0.05007931090608335,ELT2peak00131,WBGene00022270,1581394,1593671,+,inside,-2484,3206,Overlapping,NA,NA
1.800691,1.222392,1.555215,1.08573,1.860597,3.064955,0,0,1,NA,NA,NA,NA,1588298,1588316,9,3,4,0.985,1.000,1.512,1.320,2.463,-0.414,-0.726,1.141,ELT2peak00132,L3_High,0.37436862047724984,ELT2peak00132,WBGene00022270,1581394,1593671,+,inside,880,4904,Overlapping,NA,NA
1.736966,1.959358,2.019682,2.273565,3.413851,4.2074,0,0,1,NA,NA,NA,NA,1628743,1628718,12.5,4,6,0.601,1.000,1.848,2.147,3.811,-0.713,-0.430,1.143,ELT2peak00133,Increasing,1.1182074853030834,ELT2peak00133,WBGene00000269,1621314,1628486,-,overlapStart,-3930,14,Overlapping,NA,NA
1.724365,2.106915,1.380949,1.465664,2.988087,3.413851,0,0,1,NA,NA,NA,NA,1676650,1676638,6,3,4,0.897,1.000,1.916,1.423,3.201,-0.288,-0.824,1.112,ELT2peak00134,L3_High,0.8424244795615835,ELT2peak00134,WBGene00185098,1672821,1676434,-,overlapStart,-2014,42,Overlapping,NA,NA
1.277534,0.63743,1.455679,1.213707,3.381429,4.50696,0,0,1,NA,NA,NA,NA,1687837,1687841,2,4,6,0.496,1.000,0.957,1.335,3.944,-0.689,-0.457,1.147,ELT2peak00135,Increasing,2.6453729624465834,ELT2peak00135,WBGene00044348,1686216,1693457,-,inside,1895,1381,Overlapping,NA,NA
1,1.263034,2.708345,2.478047,4.169925,4.852735,0,0,1,NA,NA,NA,NA,1691282,1691367,42.5,4,5,0.884,1.000,1.132,2.593,4.511,-0.952,-0.090,1.042,ELT2peak00136,Increasing,2.8731465759943333,ELT2peak00136,WBGene00044348,1686216,1693457,-,inside,-1570,1686,Overlapping,NA,NA
1.485427,1.444785,1.36257,0.893085,1.584963,1.50696,0,0,1,NA,NA,NA,NA,1695333,1695131,101,0,0,0.000,0.000,1.465,1.128,1.546,0.385,-1.135,0.750,ELT2peak00137,Not_Changing,0.049188406733083334,ELT2peak00137,WBGene00006702,1689304,1701127,+,inside,210,5159,Overlapping,NA,NA
1.075288,1.052467,1.699219,1.631757,2.815082,3.233584,1,0,1,1698046,1697851,NA,NA,1698051,1698112,82,4,6,0.992,1.000,1.064,1.665,3.024,-0.850,-0.251,1.102,ELT2peak00138,Increasing,1.0086301158692499,ELT2peak00138,WBGene00006702,1689304,1701127,+,inside,2806,2609,Overlapping,NA,NA
2,1.620942,1.728698,1.564614,2.243926,2.314315,0,0,1,NA,NA,NA,NA,1701184,1701200,8,0,0,0.000,0.000,1.810,1.647,2.279,-0.310,-0.809,1.118,ELT2peak00139,Not_Changing,0.10774650863925007,ELT2peak00139,WBGene00003080,1701355,1701808,+,overlapStart,-296,179,Overlapping,NA,NA
0.915111,0.910448,1.45568,1.45568,1.921998,1.729352,1,0,0,1761097,1761246,NA,NA,NA,NA,74.5,2,5,0.605,1.000,0.913,1.456,1.826,-1.057,0.126,0.931,ELT2peak00141,Larval,0.21083590780758327,ELT2peak00141,WBGene00022149,1755329,1766414,+,inside,508,4428,Overlapping,NA,NA
3.099536,2.926408,2.169925,1.974005,1.921998,2.554266,1,0,1,1823256,1823261,NA,NA,1823292,1823302,19.25,1,1,0.923,1.000,3.013,2.072,2.238,1.139,-0.735,-0.404,ELT2peak00143,Embryo_Specific,0.2522471119229999,ELT2peak00143,WBGene00022141,1823241,1825967,+,overlapStart,-1334,250,Overlapping,NA,NA
1.54432,1.506185,1.335603,1.015767,3.091923,2.729352,0,0,1,NA,NA,NA,NA,1832754,1832744,5,3,4,0.964,1.000,1.525,1.176,2.911,-0.376,-0.757,1.134,ELT2peak00144,L3_High,0.8419248687562498,ELT2peak00144,WBGene00004441,1832890,1835439,+,overlapStart,-947,392,Overlapping,NA,NA
1.567684,1.758445,2.295783,2.233287,5.207399,5.779978,0,1,1,NA,NA,1835604,1835593,1835564,1835601,13.25,4,6,0.621,1.000,1.663,2.265,5.494,-0.717,-0.425,1.142,ELT2peak00145,Increasing,4.243813219718082,ELT2peak00145,WBGene00303070,1835780,1835872,+,overlapStart,-206,40,Overlapping,NA,NA
3.164387,3.105878,2.991927,3.146842,6.207399,6.746426,1,1,1,1836304,1836758,1836371,1836369,1836426,1836604,139.33333333333334,3,4,0.914,1.000,3.135,3.069,6.477,-0.560,-0.594,1.155,ELT2peak00146,L3_High,3.7971772397813313,ELT2peak00146,WBGene00001196,1835631,1841965,+,inside,-2085,446,Overlapping,NA,NA
0.736966,0.63743,1.36257,1.678072,2.921998,2.828888,0,0,1,NA,NA,NA,NA,1839042,1839032,5,4,6,0.971,1.000,0.687,1.520,2.875,-0.912,-0.158,1.069,ELT2peak00147,Increasing,1.219810958006333,ELT2peak00147,WBGene00001196,1835631,1841965,+,inside,834,1486,Overlapping,NA,NA
1.163499,1.385891,1.36257,2.040642,2.565854,2.243926,1,0,1,1842171,1842169,NA,NA,1842143,1842092,26.25,4,6,0.975,1.000,1.275,1.702,2.405,-0.909,-0.161,1.071,ELT2peak00148,Increasing,0.3257003541003334,ELT2peak00148,WBGene00003750,1843265,1843901,+,overlapStart,-979,100,Overlapping,L1,NA
1.671377,1.856265,1.903139,1.790904,2.899277,2.921998,0,1,1,NA,NA,1845100,1845053,1845104,1845092,17.125,3,4,0.663,1.000,1.764,1.847,2.911,-0.641,-0.511,1.152,ELT2peak00149,L3_High,0.40889823388808333,ELT2peak00149,WBGene00006461,1845200,1850523,+,overlapStart,-2784,152,Overlapping,NA,NA
1.456378,2.222392,1.66213,1.565199,2.690182,2.966392,1,1,1,1873836,1873886,1873944,1873950,1873912,1873971,38.5,3,4,0.975,1.000,1.839,1.614,2.828,-0.394,-0.743,1.137,ELT2peak00150,L3_High,0.4173641212050833,ELT2peak00150,WBGene00022139,1874008,1884196,+,overlapStart,-5159,365,Overlapping,NA,NA
1.540568,1.222392,2.1836,1.429684,2.921998,2.921998,0,0,1,NA,NA,NA,NA,1877507,1876842,332.5,4,6,0.962,1.000,1.381,1.807,2.922,-0.824,-0.289,1.113,ELT2peak00151,Increasing,0.6329962402173334,ELT2peak00151,WBGene00022139,1874008,1884196,+,inside,-1116,2588,Overlapping,NA,NA
2.137504,1.874469,3.788835,4.012824,4.703357,5.111822,0,1,1,NA,NA,1911684,1911655,1911667,1911674,9,2,5,0.810,1.000,2.006,3.901,4.908,-1.085,0.201,0.884,ELT2peak00152,Larval,2.170549276976334,ELT2peak00152,WBGene00022138,1895161,1923240,+,inside,2728,10789,Overlapping,NA,NA
1.883186,1.506185,3.450033,3.550197,5.683549,6.038342,1,1,1,1914043,1914046,1914071,1914055,1914072,1914058,9.5,4,5,0.882,1.000,1.695,3.500,5.861,-0.953,-0.089,1.041,ELT2peak00153,Increasing,4.3651364528000824,ELT2peak00153,WBGene00021768,1911679,1913965,-,overlapStart,-1225,245,Overlapping,Post-embryonic,Target Gene Class B
0.665581,0.467505,1.832055,1.029146,3.828888,4.50696,0,0,1,NA,NA,NA,NA,1916018,1916035,8.5,4,6,0.894,1.000,0.567,1.431,4.168,-0.792,-0.332,1.124,ELT2peak00154,Increasing,3.5349134023532502,ELT2peak00154,WBGene00022138,1895161,1923240,+,inside,6930,6758,Overlapping,NA,NA
2.353637,2.222393,2.296336,2.164631,4.058134,4.551354,1,1,1,1919397,1919091,1919387,1919363,1919403,1919387,82.33333333333333,3,4,0.928,1.000,2.288,2.230,4.305,-0.553,-0.602,1.154,ELT2peak00155,L3_High,1.3955103924655827,ELT2peak00155,WBGene00022138,1895161,1923240,+,inside,10044,3518,Overlapping,NA,NA
3.090198,3.154005,1.737861,1.981966,2.966392,3.565854,1,1,1,1958644,1958623,1958572,1958560,1958561,1958551,32.22222222224809,1,2,0.451,1.000,3.122,1.860,3.266,0.482,-1.150,0.668,ELT2peak00156,Embryo_Specific,0.5985476496160834,ELT2peak00156,WBGene00021771,1950594,1958527,-,overlapStart,-4140,222,Overlapping,NA,NA
1.736966,1.910448,2.014647,2.040642,3.05128,4.131451,1,0,1,2024851,2024797,NA,NA,2024787,2024787,22.75,3,4,0.493,1.000,1.824,2.028,3.591,-0.680,-0.469,1.148,ELT2peak00162,L3_High,0.9352384070615836,ELT2peak00162,WBGene00021237,2026277,2034211,+,overlapStart,-4261,1218,Overlapping,NA,NA
1,1.13493,1.813232,1.728698,2.921998,3.091923,0,0,1,NA,NA,NA,NA,2029227,2029385,79,4,6,0.988,1.000,1.067,1.771,3.007,-0.897,-0.181,1.078,ELT2peak00163,Increasing,0.9640399867567501,ELT2peak00163,WBGene00021237,2026277,2034211,+,inside,-536,2710,Overlapping,NA,NA
1.169925,1.04182,1.402098,1.844722,3.565854,3.091923,0,0,1,NA,NA,NA,NA,2032011,2031652,179.5,4,6,0.877,1.000,1.106,1.623,3.329,-0.785,-0.340,1.126,ELT2peak00164,Increasing,1.3530503523540829,ELT2peak00164,WBGene00021237,2026277,2034211,+,overlapEnd,2574,19,Overlapping,NA,NA
2.556393,2.793141,2.2370390000000002,1.885667,3.703357,4.27955,1,0,1,2036639,2036685,NA,NA,2036635,2036635,18.25,3,4,0.855,1.000,2.675,2.061,3.991,-0.238,-0.860,1.097,ELT2peak00165,L3_High,0.9725380024630838,ELT2peak00165,WBGene00021239,2034322,2064001,-,inside,12526,2073,Overlapping,NA,NA
2.459432,2.240771,2.596367,2.465663,4.381429,4.348262,1,1,1,2039978,2039843,2039863,2039838,2039850,2039852,35.77777777782952,3,4,0.597,1.000,2.350,2.531,4.365,-0.657,-0.494,1.151,ELT2peak00166,L3_High,1.2424762304580825,ELT2peak00166,WBGene00021239,2034322,2064001,-,inside,8862,5195,Overlapping,NA,NA
1.547488,1.900464,2.301169,1.405639,2.50696,2.381429,1,0,0,2044509,2044330,NA,NA,NA,NA,89.5,4,6,0.709,1.000,1.724,1.853,2.444,-0.738,-0.401,1.138,ELT2peak00167,Increasing,0.14741661830275005,ELT2peak00167,WBGene00021239,2034322,2064001,-,inside,3939,9682,Overlapping,NA,NA
2.087463,1.994982,1.822002,1.920565,2.36257,2.909058,0,0,1,NA,NA,NA,NA,2049888,2049899,5.5,3,4,0.948,1.000,2.041,1.871,2.636,-0.353,-0.776,1.129,ELT2peak00168,L3_High,0.16115420017058327,ELT2peak00168,WBGene00044435,2049140,2050177,-,overlapStart,-380,250,Overlapping,NA,NA
0.884523,1.467505,0.887232,0.645157,0.828888,1.424498,0,0,1,NA,NA,NA,NA,2064077,2064067,5,0,0,0.000,0.000,1.176,0.766,1.127,0.684,-1.148,0.464,ELT2peak00169,Not_Changing,0.05005729202058331,ELT2peak00169,WBGene00021347,2064287,2064688,+,overlapStart,-418,32,Overlapping,NA,NA
2.169925,1.922832,1.099536,1.280108,2.50696,2.50696,0,0,1,NA,NA,NA,NA,2066356,2065670,343,3,2,0.517,1.000,2.046,1.190,2.507,0.197,-1.084,0.887,ELT2peak00170,L3_High,0.44677947781308336,ELT2peak00170,WBGene00021349,2065699,2069098,+,overlapStart,-1240,275,Overlapping,NA,NA
0.584962,0.485427,1.673772,1.652077,2.676885,2.565854,0,0,1,NA,NA,NA,NA,2068786,2068833,23.5,4,5,0.534,1.000,0.535,1.663,2.621,-1.026,0.054,0.972,ELT2peak00171,Increasing,1.0904196502583334,ELT2peak00171,WBGene00021350,2069664,2070609,-,overlapEnd,958,145,Overlapping,NA,NA
1.862496,1.839064,1.021533,0.559427,1.966392,2.729352,1,0,0,2070858,2070911,NA,NA,NA,NA,26.5,3,2,0.489,1.000,1.851,0.790,2.348,0.236,-1.097,0.861,ELT2peak00172,L3_High,0.6328010646879997,ELT2peak00172,WBGene00004409,2069086,2070608,-,overlapStart,-1133,73,Overlapping,NA,NA
0.815575,0.843881,1.156119,1.330149,2.243926,2.00946,0,0,1,NA,NA,NA,NA,2072773,2072782,4.5,4,6,0.997,1.000,0.830,1.243,2.127,-0.861,-0.237,1.097,ELT2peak00173,Increasing,0.4389498730903333,ELT2peak00173,WBGene00021351,2072677,2076926,+,overlapStart,-1918,144,Overlapping,NA,NA
2.280108,2.807355,2.377521,2.689071,3.779979,4.455976,0,1,1,NA,NA,2077095,2077096,2077123,2077152,21,3,4,0.890,1.000,2.544,2.533,4.118,-0.572,-0.583,1.155,ELT2peak00174,L3_High,0.8315958041030838,ELT2peak00174,WBGene00021351,2072677,2076926,+,overlapEnd,2402,81,Overlapping,NA,NA
1.944858,2.100402,2.050626,2.268748,2.658963,3.05128,1,1,1,2084991,2085052,2085017,2085090,2085013,2085003,28.88888888891476,4,6,0.651,1.000,2.023,2.160,2.855,-0.724,-0.417,1.141,ELT2peak00176,Increasing,0.19924264376858342,ELT2peak00176,WBGene00021352,2078955,2085680,+,inside,2806,99,Overlapping,Adult,Target Gene Class B
1.115477,1.329308,2.36257,1.893085,2.243926,2.091923,0,0,1,NA,NA,NA,NA,2113923,2113939,8,2,3,0.921,1.000,1.222,2.128,2.168,-1.154,0.539,0.614,ELT2peak00177,Larval,0.28590851194299993,ELT2peak00177,WBGene00021354,2113614,2118550,-,inside,1922,69,Overlapping,NA,NA
1.269187,1.222392,2.389042,1.880701,3.195016,3.828888,1,0,1,2118372,2118385,NA,NA,2118401,2118405,12.25,4,6,0.957,1.000,1.246,2.135,3.512,-0.921,-0.142,1.064,ELT2peak00178,Increasing,1.3037183304350835,ELT2peak00178,WBGene00021354,2113614,2118550,-,overlapStart,-2400,365,Overlapping,NA,NA
2.440573,2.874469,2.019682,2.192645,4.297037,5.150816,0,1,1,NA,NA,2119424,2119458,2119470,2119498,21.5,3,4,0.957,1.000,2.658,2.106,4.724,-0.366,-0.765,1.131,ELT2peak00179,L3_High,1.9044516512342502,ELT2peak00179,WBGene00003799,2097344,2123443,+,inside,9155,3519,Overlapping,NA,NA
1.736966,1.563429,1.625605,1.824913,2.091923,1.729352,1,0,0,2149802,2149758,NA,NA,NA,NA,22,0,0,0.000,0.000,1.650,1.725,1.911,-0.834,-0.274,1.109,ELT2peak00182,Not_Changing,0.017971401774083337,ELT2peak00182,WBGene00235158,2149825,2151826,-,overlapEnd,692,393,Overlapping,NA,NA
1,1.425926,1.741082,1.870717,1.921998,2.091923,1,0,0,2151671,2151904,NA,NA,NA,NA,116.5,2,5,0.976,1.000,1.213,1.806,2.007,-1.120,0.316,0.804,ELT2peak00183,Larval,0.1704052081265833,ELT2peak00183,WBGene00235158,2149825,2151826,-,overlapStart,-1105,478,Overlapping,NA,NA
1.4975,1.286523,1.490326,1.448985,3.622437,4.413851,0,0,1,NA,NA,NA,NA,2189520,2189505,7.5,3,4,0.804,1.000,1.392,1.470,4.018,-0.603,-0.551,1.154,ELT2peak00185,L3_High,2.2328990221540836,ELT2peak00185,WBGene00021009,2160038,2209637,+,inside,4774,19673,Overlapping,NA,NA
1.234465,1.363255,1.602036,1.415038,2.622437,3.348262,1,0,1,2190492,2190651,NA,NA,2190609,2190610,49.25,4,6,0.488,1.000,1.299,1.509,2.985,-0.688,-0.460,1.147,ELT2peak00186,Increasing,0.84486440634925,ELT2peak00186,WBGene00021009,2160038,2209637,+,inside,5896,18339,Overlapping,NA,NA
1.807355,1.329308,1.514573,1.415038,1.828888,1.381429,1,0,0,2203746,2204302,NA,NA,NA,NA,278,0,0,0.000,0.000,1.568,1.465,1.605,0.306,-1.117,0.812,ELT2peak00187,Not_Changing,0.005295470868999997,ELT2peak00187,WBGene00021009,2160038,2209637,+,inside,20424,2536,Overlapping,NA,NA
1.607682,1.222392,0.979241,0.880701,2.091923,2.622437,1,0,0,2223727,2223708,NA,NA,NA,NA,9.5,3,4,0.831,1.000,1.415,0.930,2.357,-0.210,-0.878,1.088,ELT2peak00188,L3_High,0.5266413310810001,ELT2peak00188,WBGene00001542,2223307,2233099,-,inside,4248,75,Overlapping,NA,NA
1.371969,1.866249,1.947533,2.301169,3.169925,3.466318,0,0,1,NA,NA,NA,NA,2250831,2250872,20.5,4,6,0.985,1.000,1.619,2.124,3.318,-0.842,-0.263,1.105,ELT2peak00191,Increasing,0.7611668267317503,ELT2peak00191,WBGene00017398,2250131,2254908,+,inside,-1532,460,Overlapping,NA,Target Gene Class A2
0.273018,0.251539,2.491853,2.440573,4.413851,4.676885,0,1,1,NA,NA,2254079,2254074,2254061,2254044,12,4,5,0.634,1.000,0.262,2.466,4.545,-1.010,0.019,0.990,ELT2peak00192,Increasing,4.587511409887583,ELT2peak00192,WBGene00017398,2250131,2254908,+,inside,1662,342,Overlapping,NA,Target Gene Class A2
0.777608,0.485427,1.402098,1.607682,3.169925,3.131451,0,0,1,NA,NA,NA,NA,2255143,2255089,27,4,6,0.997,1.000,0.632,1.505,3.151,-0.884,-0.201,1.085,ELT2peak00193,Increasing,1.6362750981050835,ELT2peak00193,WBGene00017398,2250131,2254908,+,overlapEnd,2912,65,Overlapping,NA,Target Gene Class A2
1.584963,1.222392,1.813232,1.625605,1.729352,1.921998,1,0,0,2280462,2281385,NA,NA,NA,NA,461.5,0,0,0.000,0.000,1.404,1.719,1.826,-1.120,0.318,0.802,ELT2peak00194,Not_Changing,0.04817745214658334,ELT2peak00194,WBGene00021458,2279835,2281516,+,overlapEnd,884,304,Overlapping,NA,NA
2.090198,2.036837,1.73954,1.646363,5.622437,5.95542,1,1,1,2291266,2291261,2291330,2291337,2291277,2291354,36.166666666666664,3,4,0.991,1.000,2.064,1.693,5.789,-0.494,-0.657,1.151,ELT2peak00195,L3_High,5.132172310634334,ELT2peak00195,WBGene00000408,2281503,2291205,-,overlapStart,-5064,270,Overlapping,NA,NA
